#,Year,ET,MPH,Last,First,Entry,State,Engine,Make,Model,Chassis,Class,Unnamed: 13
200,1992,4.794,298.9,Amato,Joe,Valvoline,Pennsylvania,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
201,1993,4.86,300.9,Amato,Joe,Valvoline,Pennsylvania,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
202,1994,4.751,303.23,Amato,Joe,Valvoline,Pennsylvania,TFX Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
203,1995,4.73,312.5,Amato,Joe,Valvoline,Pennsylvania,TFX Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
204,1996,4.595,315.01,Amato,Joe,Keystone/Key Parts,Pennsylvania,TFX Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
205,1997,4.558,320.28,Amato,Joe,Keystone/Valvoline,Pennsylvania,TFX Hemi,,Dragster,Murf McKinney,TF,EDIT THIS!
206,1998,4.523,323.5,Amato,Joe,Tenneco Automotive,Pennsylvania,TFX Hemi,,Dragster,Murf McKinney,TF,EDIT THIS!
207,1999,4.516,326.67,Amato,Joe,Dynomax,Pennsylvania,TFX Hemi,,Dragster,Murf McKinney,TF,EDIT THIS!
208,2000,4.563,321.35,Amato,Joe,Dynomax/Valvoline,Pennsylvania,TFX Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
209,2001,5.33,274.47,Ancona,Bill,Nitroshark .com,Texas,TFX Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
210,2002,5.28,275.47,Ancona,Bill,Nitroshark .com,Texas,TFX Hemi,,Dragster,Murf McKinney,TF,EDIT THIS!
211,2003,4.658,308.11,Ancona,Bill,7-Eleven Stores,Texas,TFX Hemi,,Dragster,Murf McKinney,TF,EDIT THIS!
212,2004,4.85,0.0,Ancona,Bill,7-Eleven Stores,Texas,TFX Hemi,,Dragster,Murf McKinney,TF,EDIT THIS!
213,2005,4.774,281.48,Ancona,Bill,Ancona Electronics,Texas,TFX Hemi,,Dragster,Murf McKinney,TF,EDIT THIS!
214,2006,4.793,271.3,Ancona,Bill,Lucas Oil/Ancona Electronics,Texas,TFX Hemi,,Dragster,Murf McKinney,TF,EDIT THIS!
215,1978,0.0,0.0,Andersen,Tom,,,Donovan Hemi,,Dragster,,Top Fuel,EDIT THIS!
216,1965,7.91,202.7,Anderson,Dave,Hoover Special,Minnesota,Chrysler Hemi,,Dragster,Woody Gilmore - RCE,AA/FD,EDIT THIS!
217,1965,8.1,196.5,Anderson,Dave,Schifsky & Johnson,Minnesota,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
218,1966,7.545,209.78,Anderson,Dave,Bill Schifsky,Minnesota,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
219,1967,6.86,214.0,Anderson,Dave,"Becchetti, Fitzgerald & Kalvestran",Minnesota,Chrysler Hemi,,Dragster,The Partners,AA/FD,EDIT THIS!
220,1969,0.0,0.0,Anderson,Dave,Anson Hi-Perf Center,Minnesota,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
221,1970,0.0,0.0,Anderson,Dave,Speed Sport,Minnesota,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
222,1970,0.0,0.0,Anderson,Dave,Uncola Machine/7UP,Minnesota,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
223,1971,7.05,0.0,Anderson,Dave,Rowe & Jones,Minnesota,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
224,1971,0.0,0.0,Anderson,Dave,Speed Sport,Minnesota,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
225,1972,0.0,0.0,Anderson,Dave,Rowe & Jones,Minnesota,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
226,1972,0.0,0.0,Anderson,Dave,Night Stalker,Minnesota,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
227,1965,9.01,162.0,Anderson,Fred,Precision Auto,New Mexico,Chevrolet,,Dragster,,AA/FD,EDIT THIS!
228,1966,0.0,0.0,Anderson,Fred,Precision Automotive,New Mexico,Chevrolet,,Dragster,,AA/FD,EDIT THIS!
229,1973,0.0,0.0,Anderson,John,Valkyrian,,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
230,1974,0.0,0.0,Anderson,John,Valkyrian,,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
231,1975,0.0,0.0,Anderson,John,Turbo Charger,California,Chevrolet,,Dragster,John Anderson,AA/FD,EDIT THIS!
232,1976,0.0,0.0,Anderson,John,Turbo Charger,California,Chevrolet,,Dragster,John Anderson,AA/FD,EDIT THIS!
233,1992,4.882,297.32,Anderson,Shelly,Jolly Rancher,California,BAE Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
234,1993,4.854,294.11,Anderson,Shelly,Jolly Rancher,California,BAE Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
235,1994,4.718,302.11,Anderson,Shelly,Slick 50,California,BAE Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
236,1995,4.751,301.45,Anderson,Shelly,Western Auto,California,BAE Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
237,1996,4.658,316.23,Anderson,Shelly,Western Auto,California,BAE Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
238,1997,4.617,317.46,Anderson,Shelly,Western Auto's Parts America/Havoline,California,BAE Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
239,1998,4.675,309.59,Anderson,Shelly,Havoline Parts America,California,BAE Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
240,1965,0.0,0.0,Anderson,Vern,Golden Boy,Minnesota,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
241,1966,7.71,216.86,Anderson,Vern,Hoover Special,Minnesota,Chrysler Hemi,,Dragster,Woody Gilmore - RCE,AA/FD,EDIT THIS!
242,1967,0.0,0.0,Anderson,Vern,Bill Schifsky,Minnesota,Chrysler Hemi,,Dragster,Don Garlits,AA/FD,EDIT THIS!
243,1967,7.74,204.54,Anderson,Vern,Walton & Allen,Minnesota,Chrysler Hemi,,Dragster,Don Long,AA/FD,EDIT THIS!
244,1968,6.86,231.95,Anderson,Vern,Flower Power / Walton & Anderson,Minnesota,Chrysler Hemi,,Dragster,Don Long,AA/FD,EDIT THIS!
245,1969,6.66,228.42,Anderson,Vern,Walton & Anderson,Minnesota,Chrysler Hemi,,Dragster,Don Long,AA/FD,EDIT THIS!
246,1970,6.631,226.13,Anderson,Vern,Walton & Anderson,Minnesota,Chrysler Hemi,,Dragster,Don Long,AA/FD,EDIT THIS!
247,1971,6.54,222.22,Anderson,Vern,Jim Nicoll,Minnesota,Chrysler Hemi,,Dragster,Lester Guillory,AA/FD,EDIT THIS!
248,1972,6.469,228.42,Anderson,Vern,Hoover & Anderson,Minnesota,Chrysler Hemi,,Dragster,Don Long,AA/FD,EDIT THIS!
249,1973,0.0,0.0,Anderson,Vern,Vern Anderson,Minnesota,Chrysler Hemi,,Dragster,Don Long,AA/FD,EDIT THIS!
250,1969,0.0,0.0,Andersson,Bjorn,Sub Sonic,,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
251,1971,8.44,171.82,Andersson,Bjorn,Sub Sonic,,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
252,1989,5.557,254.45,Andersson,Conny,Mangda Tax Free Toy,,JP-1 Hemi,,Dragster,Peter Lantz,TF,EDIT THIS!
253,1990,0.0,0.0,Andersson,Conny,Mangda Tax Free Toy,,JP-1 Hemi,,Dragster,Peter Lantz,TF,EDIT THIS!
254,1991,5.355,254.4,Andersson,Conny,Mangda Tax Free Toy,,JP-1 Hemi,,Dragster,Peter Lantz,TF,EDIT THIS!
255,1993,4.926,298.9,Andretti,John,Taco Bell Express,Indiana,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
256,1970,0.0,0.0,Andrews,,Andrews-Stubbs-McFadden,Texas,,,Dragster,,Top Fuel,EDIT THIS!
257,1966,0.0,0.0,Andrews,Bob,Bob Andrews,Ohio,Chevrolet,,Dragster,,C/FD,EDIT THIS!
258,2002,5.13,287.0,Andrews,Chris,Nitro Fish/CBD,Northamptonshire,TFX Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
259,2004,5.084,289.54,Andrews,Chris,Carbon by Design/Promise,Northamptonshire,TFX Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
260,2005,5.49,190.4,Andrews,Chris,CBD/Persaker's Speed Shop,Northamptonshire,TFX Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
261,2012,0.0,0.0,Andrews,Chris,,Northamptonshire,TFX Hemi,,Dragster,,TF,EDIT THIS!
262,2013,0.0,0.0,Andrews,Chris,,Northamptonshire,TFX Hemi,,Dragster,,TF,EDIT THIS!
263,2014,0.0,0.0,Andrews,Chris,,Northamptonshire,TFX Hemi,,Dragster,,TF,EDIT THIS!
264,1966,0.0,0.0,Andrews,Denny,Steel Eel,California,,,Dragster,,Top Fuel,EDIT THIS!
265,1975,7.59,179.0,Andrews,Gerry,Stones Hemi Hunter,,Chevrolet,,Dragster,,AA/FD,EDIT THIS!
266,1976,0.0,0.0,Andrews,Gerry,Stones Hemi Hunter,,Chevrolet,,Dragster,,AA/FD,EDIT THIS!
267,1977,0.0,0.0,Andrews,Gerry,Stones Hemi Hunter,,Chevrolet,,Dragster,,AA/FD,EDIT THIS!
268,1983,6.5,210.0,Andrews,Gerry,Stones Racing,,Chevrolet,,Dragster,,TF,EDIT THIS!
269,1983,5.87,243.9,Andrews,Gerry,Stones Racing,,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
270,1965,0.0,203.7,Andrews,Jerry,Leprechaun,California,,,Dragster,,AA/FD,EDIT THIS!
271,1992,5.115,266.23,Anthes,Rico,Dakota/Pioneer/Coke,,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
272,1993,0.0,0.0,Anthes,Rico,Dakota/Pioneer/Coke,,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
273,1994,0.0,277.28,Anthes,Rico,Dakota/Pioneer/Coke,,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
274,1995,9.551,114.02,Anthes,Rico,Dakota/Pioneer/Coke,,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
275,1996,5.035,284.58,Anthes,Rico,Dakota/Pioneer/Coke,,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
276,1997,5.011,287.0,Anthes,Rico,Dakota/Pioneer/Coke,,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
277,1998,4.935,0.0,Anthes,Rico,Dakota/Pioneer/Coke,,TFX Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
278,1999,5.157,269.76,Anthes,Rico,Dakota/Pioneer/Coke,,TFX Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
279,2000,5.253,275.03,Anthes,Rico,Dakota/Pioneer/Coke,,TFX Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
280,2001,4.923,298.9,Anthes,Rico,Dakota/Pioneer/Coke,,TFX Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
281,2002,5.072,286.81,Anthes,Rico,Dakota/Pioneer/Coke,,TFX Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
282,1980,6.05,236.22,Archer,Jim,Archer & Fasken,New Mexico,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
283,1981,0.0,0.0,Archer,Jim,Archer & Fasken,New Mexico,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
284,1982,0.0,0.0,Archer,Jim,Archer & Fasken,New Mexico,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
285,1983,0.0,0.0,Archer,Jim,Archer & Fasken,New Mexico,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
286,1968,0.0,0.0,Arciero,Sarge,Crazy Elephant,Maryland,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
287,1968,0.0,0.0,Arciero,Sarge,The Fanatic,Maryland,Chrysler Hemi,,Dragster,,TF,EDIT THIS!
288,1969,0.0,0.0,Arciero,Sarge,K&G Frantic Fueler,Pennsylvania,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
289,1969,0.0,0.0,Arciero,Sarge,The Fanatic,Maryland,Chrysler Hemi,,Dragster,,TF,EDIT THIS!
290,1970,6.599,230.76,Arciero,Sarge,Sparks & Careccia,Pennsylvania,Chrysler Hemi,,Dragster,Lester Guillory,AA/FD,EDIT THIS!
291,1971,6.63,228.42,Arciero,Sarge,Sparks & Careccia,Pennsylvania,Chrysler Hemi,,Dragster,Lester Guillory,AA/FD,EDIT THIS!
292,1972,6.435,0.0,Arciero,Sarge,Sparkling Burgundy,Pennsylvania,Chrysler Hemi,,Dragster,S&W Race Cars,AA/FD,EDIT THIS!
293,1973,6.31,228.42,Arciero,Sarge,Jade Grenade,Pennsylvania,Keith Black Hemi (iron),,Dragster,Ron Attebury,AA/FD,EDIT THIS!
294,1973,6.79,0.0,Arciero,Sarge,K&G Speed Associates,Pennsylvania,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
295,1974,5.998,242.58,Arciero,Sarge,Jade Grenade,Pennsylvania,Keith Black Hemi,,Dragster,S&W Race Cars,AA/FD,EDIT THIS!
296,1977,5.98,238.09,Arciero,Sarge,Revell Jade Grenade,Pennsylvania,Keith Black Hemi,,Dragster,Ron Attebury,AA/FD,EDIT THIS!
297,1971,0.0,0.0,Arena,Joe,Joe Arena,Texas,Chevrolet,,Dragster,Boogie Scott,Top Fuel,EDIT THIS!
298,1965,8.19,199.54,Argee,Don,Tognotti's Speed Shop Special,California,Chrysler Hemi,,Dragster,,A/FD,EDIT THIS!
299,1965,7.83,199.54,Argee,Don,Bushwacker/Tognotti's Speed Shop Special,California,Chrysler Hemi,Dragster,,Pete Ogden,AA/FD,EDIT THIS!
300,1966,7.64,213.76,Argee,Don,Argee & Sorenson,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
301,1968,7.43,188.66,Argee,Don,Winter & Argee / Capitol Speed Shop,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
302,1969,7.03,0.0,Argee,Don,Winter & Argee,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
303,1970,6.9,215.82,Argee,Don,Don Argee,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
304,1972,0.0,0.0,Argee,Don,Reed & Argee,California,1958 Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
305,1972,7.76,200.0,Armour,Warren,Warren Armour,New South Wales,Chevrolet,,Dragster,Hussey Bros.,AA/FD,EDIT THIS!
306,1973,0.0,0.0,Armour,Warren,Warren Armour,New South Wales,Chevrolet,,Dragster,Hussey Bros.,AA/FD,EDIT THIS!
307,1974,0.0,0.0,Armour,Warren,Warren Armour,New South Wales,Chevrolet,,Dragster,Hussey Bros.,AA/FD,EDIT THIS!
308,1975,0.0,0.0,Armour,Warren,Warren Armour,New South Wales,Chevrolet,,Dragster,Hussey Bros.,AA/FD,EDIT THIS!
309,1976,0.0,0.0,Armour,Warren,Warren Armour,New South Wales,Chevrolet,,Dragster,Hussey Bros.,AA/FD,EDIT THIS!
310,1977,0.0,0.0,Armour,Warren,Warren Armour,New South Wales,Chevrolet,,Dragster,Hussey Bros.,AA/FD,EDIT THIS!
311,1978,0.0,0.0,Armour,Warren,American Auto Parts,New South Wales,Chevrolet,,Dragster,Hussey Bros.,AA/FD,EDIT THIS!
312,1979,6.425,227.0,Armour,Warren,American Auto Racing,New South Wales,Chrysler Hemi,,Dragster,Hussey Bros.,AA/FD,EDIT THIS!
313,1956,9.82,149.13,Armstrong,Bob,Nesbitt's Orange Special,California,Chrysler Hemi,,Dragster,,A/FD,EDIT THIS!
314,1957,0.0,0.0,Armstrong,Bob,Nesbitt's Orange Special,California,Chrysler Hemi,,Dragster,,A/D,EDIT THIS!
315,1976,6.255,219.51,Armstrong,Dale,Dale Armstrong,California,Donovan Hemi,,Dragster,Mike Kase,AA/FD,EDIT THIS!
316,1965,7.82,201.34,Arndt,Chuck,Varmint,California,Chrysler Hemi,,Dragster,,Top Fuel,EDIT THIS!
317,1966,7.86,0.0,Arndt,Chuck,Varmint,California,Chrysler Hemi,,Dragster,,Top Fuel,EDIT THIS!
318,1951,0.0,0.0,Arnett,Joaquin,Bean Bandits,California,Ford Flathead (twins),27 Ford,Model T Roadster,Paul Schiefer,Top Eliminator,EDIT THIS!
319,1952,0.0,134.32,Arnett,Joaquin,Bean Bandits,California,Ford Flathead (twins),27 Ford,Model T Roadster,Paul Schiefer,A/D,EDIT THIS!
320,1953,11.6,142.82,Arnett,Joaquin,Bean Bandits,California,Chrysler Hemi,27 Ford,Model T Roadster,Paul Schiefer,Top Eliminator,EDIT THIS!
321,1954,10.73,142.98,Arnett,Joaquin,Bean Bandits,California,Chrysler Hemi,,27 Ford Model T Altered,Bean Bandits,Top Eliminator,EDIT THIS!
322,1955,0.0,126.93,Arnett,Joaquin,Bean Bandits,California,Chrysler Hemi,,Dragster,Bean Bandits,B/FD,EDIT THIS!
323,1956,10.14,143.76,Arnett,Joaquin,Bean Bandits,California,Chrysler Hemi,,Dragster,Bean Bandits,Top Eliminator,EDIT THIS!
324,1956,9.92,152.23,Arnold,Kenny,Yeakel & Corbett Special,California,Cadillac,,Dragster,Scotty Fenn,A/D,EDIT THIS!
325,1963,8.38,193.54,Arnold,Ted,Vance Hunt,Texas,Chrysler Hemi,,Dragster,Ed Mabry,AA/FD,EDIT THIS!
326,1975,0.0,0.0,Arnold,Tim,Hallucination,Michigan,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
327,1959,9.32,154.9,Ary,Archie,Archie's Garage,California,Chrysler Hemi,,Dragster,,A/FD,EDIT THIS!
328,2006,7.19,189.33,Aryan,Ali,Bahrain Express,,TFX Hemi,,Dragster,ME Racing Service AB,TF,EDIT THIS!
329,2016,0.0,0.0,Ashdown,Steve,The Undertaker,,Keith Black Hemi,,Dragster,,Top Fuel,EDIT THIS!
330,2017,0.0,0.0,Ashley,Justin,Matco Tools/U.S. Army,New York,TFX Hemi,,Dragster,DSR,TF,EDIT THIS!
331,2019,0.0,0.0,Ashley,Justin,1-800-CashOut,New York,AJPE Hemi,,Dragster,DSR,Top Fuel,EDIT THIS!
332,2020,0.0,0.0,Ashley,Justin,Strutmasters,New York,APJE Hemi,,Dragster,DSR,Top Fuel,EDIT THIS!
333,2021,0.0,0.0,Ashley,Justin,Strutmasters,New York,APJE Hemi,,Dragster,DSR,Top Fuel,EDIT THIS!
334,2022,0.0,0.0,Ashley,Justin,Phillips Connect,New York,APJE Hemi,,Dragster,DSR,Top Fuel,EDIT THIS!
335,2023,0.0,0.0,Ashley,Justin,Phillips Connect,New York,APJE Hemi,,Dragster,DSR,Top Fuel,EDIT THIS!
336,2024,0.0,0.0,Ashley,Justin,SCAG Power Equipment,New York,APJE Hemi,,Dragster,DSR,Top Fuel,EDIT THIS!
337,2011,0.0,0.0,Ashley,Mike,MPH Fuel Booster/Lesure,New York,TFX Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
338,1964,0.0,0.0,Atchinson,Bob,Bob Atchinson,Ontario,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
339,1965,0.0,0.0,Atchinson,Bob,Bob Atchinson,Ontario,Oldsmobile,,Dragster,,AA/FD,EDIT THIS!
340,1966,0.0,0.0,Atchinson,Bob,Bob Atchinson,Ontario,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
341,1966,7.725,200.0,Atchison,Bob,Atchison Machine Service,Ontario,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
342,1967,0.0,0.0,Atchison,Bob,Atchison Machine Service,Ontario,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
343,1968,8.66,0.0,Atchison,Bob,Atchison Machine Service,Ontario,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
344,1976,0.0,0.0,Athens,Ray,Ray Athens,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
345,1977,7.42,180.0,Athens,Ray,Ray Athens,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
346,1978,0.0,0.0,Athens,Ray,Ray Athens,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
347,1979,0.0,0.0,Athens,Ray,Ray Athens,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
348,1980,0.0,0.0,Athens,Ray,Earthshaker,Texas,Chrysler Hemi,,Dragster,,TF,EDIT THIS!
349,2004,5.23,299.0,Athey,Paul,Mohegan Sun,Connecticut,TFX Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
350,2005,4.841,288.39,Athey,Paul,Mohegan Sun,Connecticut,TFX Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
351,1959,0.0,0.0,Atkins,Pat,Harold Nicholson,California,Ford,,Dragster,,AA/FD,EDIT THIS!
352,1967,7.666,177.86,Atkins,Sonny,Tennessee Bo Weevil,Tennessee,Chrysler Hemi,,Dragster,,BB/FD,EDIT THIS!
353,1968,0.0,0.0,Attebury,Ron,Attebury Bros.,California,Chrysler Hemi,,Dragster,Ron Attebury,AA/FD,EDIT THIS!
354,1969,0.0,0.0,Attebury,Ron,Attebury Bros.,California,Chrysler Hemi,,Dragster,Ron Attebury,AA/FD,EDIT THIS!
355,1970,0.0,0.0,Attebury,Ron,Attebury Bros.,California,Chrysler Hemi,,Dragster,Ron Attebury,AA/FD,EDIT THIS!
356,1971,0.0,0.0,Attebury,Ron,Attebury Bros.,California,Chrysler Hemi,,Dragster,Ron Attebury,AA/FD,EDIT THIS!
357,1972,0.0,0.0,Attebury,Ron,Attebury Bros.,California,Donovan Hemi,,Dragster,Ron Attebury,AA/FD,EDIT THIS!
358,1973,6.21,231.95,Attebury,Ron,Attebury Bros.,California,Donovan Hemi,,Dragster,Ron Attebury,AA/FD,EDIT THIS!
359,1974,6.1,230.17,Attebury,Ron,Attebury Bros.,California,Donovan Hemi,,Dragster,Ron Attebury,AA/FD,EDIT THIS!
360,1975,0.0,0.0,Attebury,Ron,Attebury Bros.,California,Donovan Hemi,,Dragster,Ron Attebury,AA/FD,EDIT THIS!
361,1975,6.254,217.39,Attebury,Ron,Jade Grenade,California,Sid Waterman Hemi,,Dragster,S&W Race Cars,AA/FD,EDIT THIS!
362,1977,5.95,232.55,Attebury,Ron,Jungle Jim,California,Keith Black Hemi,,Dragster,Ron Attebury,AA/FD,EDIT THIS!
363,1978,0.0,0.0,Attebury,Ron,Attebury Bros.,California,Keith Black Hemi,,Dragster,Ron Attebury,AA/FD,EDIT THIS!
364,2009,5.097,248.71,August Jr.,Ron,Lesure Company Inc/Mitch King,California,TFX Hemi,,Dragster,,TF,EDIT THIS!
365,2009,0.0,0.0,August Jr.,Ron,,California,TFX Hemi,,Dragster,,TF,EDIT THIS!
366,2010,0.0,0.0,August Jr.,Ron,Hartley Racing,California,TFX Hemi,,Dragster,Murf McKinney,TF,EDIT THIS!
367,2011,0.0,0.0,August Jr.,Ron,Hartley Racing,California,TFX Hemi,,Dragster,Murf McKinney,TF,EDIT THIS!
368,2011,0.0,0.0,August Jr.,Ron,MPH Fuel Booster/Lesure,California,TFX Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
369,2019,0.0,0.0,August Jr.,Ron,Ron August,California,TFX Hemi,,Dragster,Murf McKinney,TF,EDIT THIS!
370,2021,0.0,0.0,August Jr.,Ron,Ron August,California,TFX Hemi,,Dragster,Murf McKinney,TF,EDIT THIS!
371,2022,0.0,0.0,August Jr.,Ron,Ron August,California,TFX Hemi,,Dragster,Murf McKinney,TF,EDIT THIS!
372,2023,0.0,0.0,August Jr.,Ron,Ron August,California,TFX Hemi,,Dragster,Murf McKinney,Top Fuel,EDIT THIS!
373,2024,0.0,0.0,August Jr.,Ron,Clovis Veterans Memorial District,California,TFX Hemi,,Dragster,Murf McKinney,Top Fuel,EDIT THIS!
374,1974,6.92,0.0,Aumack,Dave,Superstition,California,Chevrolet,,Dragster,,AA/FD,EDIT THIS!
375,1971,6.96,201.0,Aumack,Doug,Aumack Brothers,California,Chevrolet,,Dragster,,AA/FD,EDIT THIS!
376,1973,0.0,0.0,Aumack,Doug,Aumack Brothers,California,Chevrolet,,Dragster,,AA/FD,EDIT THIS!
377,1974,6.92,204.0,Aumack,Doug,Superstition,California,Chevrolet,,Dragster,,AA/FD,EDIT THIS!
378,1975,6.23,225.0,Aumack,Doug,Superstition,California,Chevrolet,,Dragster,,AA/FD,EDIT THIS!
379,1976,6.22,218.97,Aumack,Doug,Superstition,California,Chevrolet,,Dragster,,AA/FD,EDIT THIS!
380,1978,0.0,0.0,Aumack,Doug,Aumack Bros. & Esparza,California,Rodeck Chevrolet,,Dragster,,TF,EDIT THIS!
381,1964,0.0,0.0,Austin,John,Car Craft Machine,Florida,Chrysler Hemi,,Dragster,,A/FD,EDIT THIS!
382,1973,6.258,232.55,Austin,John,Hot Tuna,Florida,Keith Black Hemi,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
383,1974,5.99,236.22,Austin,John,Hot Tuna,Florida,Keith Black Hemi,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
384,1975,6.11,231.95,Austin,John,Hot Tuna,Florida,Keith Black Hemi,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
385,1976,5.98,232.55,Austin,John,Hot Tuna,Florida,Keith Black Hemi,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
386,1966,8.75,200.0,Austin,Lee,Progressor,Illinois,Chrysler Hemi,,Dragster,Lee Austin,AA/FD,EDIT THIS!
387,1968,8.5,0.0,Austin,Lee,Latus & Austin,Illinois,Chrysler Hemi,,Dragster,Lee Austin,AA/FD,EDIT THIS!
388,1972,6.85,0.0,Austin,Lee,Krupinski-Leetz-Austin,Illinois,1957 Chrysler Hemi,,Dragster,Lee Austin,AA/FD,EDIT THIS!
389,1972,0.0,0.0,Austin,Lee,Spirit,Illinois,1957 Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
390,1991,4.979,290.32,Austin,Pat,Castrol GTX,Washington,WAR Hemi,,Dragster,,TF,EDIT THIS!
391,1992,4.875,295.27,Austin,Pat,Castrol Syntec,Washington,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
392,1993,4.862,303.64,Austin,Pat,Castrol Syntec,Washington,WAR Keith Black Hemi,,Dragster,Walt Austin,TF,EDIT THIS!
393,1994,4.796,302.31,Austin,Pat,Castrol Syntec,Washington,WAR Keith Black Hemi,,Dragster,Walt Austin,TF,EDIT THIS!
394,1995,4.818,301.7,Austin,Pat,Castrol Syntec,Washington,WAR Keith Black Hemi,,Dragster,Walt Austin,TF,EDIT THIS!
395,1992,5.825,236.6,Averstedt,Viveca,Grundig/Valvoline,,Keith Black Hemi,,Dragster,Porter,TF,EDIT THIS!
396,1993,5.306,262.91,Averstedt,Viveca,Grundig/Valvoline,,Keith Black Hemi,,Dragster,Porter,TF,EDIT THIS!
397,1994,5.569,209.89,Averstedt,Viveca,Grundig/Valvoline,,Keith Black Hemi,,Dragster,Porter,TF,EDIT THIS!
398,1995,5.059,271.57,Averstedt,Viveca,Valvoline,,TFX Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
399,1996,5.039,290.51,Averstedt,Viveca,Valvoline,,TFX Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
